year,month,day,stid,tmax,tmin,tavg,hmax,hmin,havg,vdef,rain,tr05,tr25,tr60,tr75,,,,,
1999,2,16,LAHO,50.79,36.57,43.61,93.2,47.78,71.27,2.93,0.11,1.5311,1.4712,1.646,1.5219,,,,,
1999,2,17,LAHO,60.12,30.76,44.94,94.4,38.43,69.12,4.08,0,1.5261,1.4726,1.6458,1.531,,,,,
1999,2,18,LAHO,53.62,32.73,44.92,86.3,50.46,68.19,3.47,0.01,1.5117,1.4686,1.6462,1.531,,,,,
1999,2,19,LAHO,46.45,30.11,36.77,92,62.2,81.39,1.55,0,1.5072,1.4678,1.6444,1.5308,,,,,
1999,2,20,LAHO,51.46,31.79,40.91,95.1,50.38,76.96,2.4,0,1.5059,1.4689,1.6409,1.5321,,,,,
1999,2,21,LAHO,38.69,27.68,32.4,91.6,64.38,81.13,1.25,0,1.5079,1.4734,1.6403,1.542,,,,,
1999,2,22,LAHO,52.95,29.73,38.91,83.5,48.58,70.55,2.74,0,1.5095,1.4694,1.6374,1.541,,,,,
1999,2,23,LAHO,58.75,29.69,42.9,81.6,22.58,52.58,5.36,0,1.5216,1.4676,1.6346,1.5456,,,,,
1999,2,24,LAHO,68.83,29.63,48.47,80.2,24.64,53.02,7.37,0,1.5762,1.4674,1.6388,1.5558,,,,,
1999,2,25,LAHO,71.58,34.15,54.18,92.4,49.07,69.87,5.12,0,1.6491,1.4746,1.6405,1.568,,,,,
1999,2,26,LAHO,75.79,46.87,60.85,97.7,23.64,61.77,8.51,0,1.6661,1.472,1.6372,1.5769,,,,,
1999,2,27,LAHO,61.29,41.25,50.73,91.6,25.2,49.36,6.94,0,1.7465,1.4704,1.6334,1.5934,,,,,
1999,2,28,LAHO,70.12,31.32,50.65,72.76,16.72,41.41,8.97,0,1.8217,1.4755,1.6342,1.6068,,,,,
1999,3,1,LAHO,78.1,39.51,56.57,75.76,16.51,49.84,9.82,0,1.8685,1.4728,1.635,1.6163,,,,,
1999,3,2,LAHO,58.21,35.41,50.31,78.74,28.53,54.44,6.05,0,1.917,1.4775,1.6358,1.6256,,,,,
1999,3,3,LAHO,51.55,25.85,38.63,86.3,34.72,60.98,3.62,0,1.9708,1.4785,1.6334,1.64,,,,,
1999,3,4,LAHO,65.97,35.79,52.23,75.78,29.45,50.75,7.4,0,2.0089,1.4852,1.6409,1.6559,,,,,
1999,3,5,LAHO,63.1,38.53,52.76,94.2,34.45,66.11,5.05,0,2.0308,1.4871,1.6372,1.666,,,,,
1999,3,6,LAHO,45.88,31.38,38.42,91.4,63.31,77.35,1.93,0,2.0791,1.4856,1.6346,1.6827,,,,,
1999,3,7,LAHO,39.94,26.99,34.55,90,62.77,76.03,1.73,0.09,2.121,1.4958,1.6356,1.6965,,,,,
1999,3,8,LAHO,62.02,34.54,43.05,97.2,56.21,83.11,1.93,0.49,1.6642,1.4938,1.6374,1.6986,,,,,
1999,3,9,LAHO,52.29,30.69,40.35,92.2,48.27,74.95,2.52,0,1.5173,1.4907,1.6482,1.7138,,,,,
1999,3,10,LAHO,56.98,32.63,42.99,94.2,58.5,79.48,2.34,0,1.5037,1.4858,1.6444,1.7181,,,,,
1999,3,11,LAHO,42.4,30.5,36.6,94.5,70.52,85.46,1.12,0.18,1.5024,1.486,1.648,1.7318,,,,,
1999,3,12,LAHO,38.07,32.24,35.42,96.8,92.5,94.62,0.38,1.56,1.4925,1.4813,1.6307,1.6356,,,,,
1999,3,13,LAHO,32.62,30.41,31.52,97.9,94,97.17,0.17,0.07,1.4878,1.4792,1.6173,1.5151,,,,,
1999,3,14,LAHO,36.65,19.89,28.46,96.2,53.65,74.76,1.44,0.03,1.4857,1.4799,1.6187,1.5202,,,,,
1999,3,15,LAHO,58.96,21.33,40.54,91.1,44.26,68.05,3.63,0.1,1.4728,1.472,1.6116,1.5088,,,,,
1999,3,16,LAHO,69.49,37.65,53.28,87.3,41.76,66.67,5.7,0,1.4666,1.4715,1.6102,1.5039,,,,,
1999,3,17,LAHO,63.16,45.69,54.59,94.9,37.8,69.89,4.67,0,1.4562,1.4601,1.6004,1.4938,,,,,
1999,3,18,LAHO,48.79,41.68,43.81,80.2,48.89,64.12,3.51,0.13,1.4499,1.4498,1.5921,1.4876,,,,,
1999,3,19,LAHO,48.36,39.2,43.48,96.6,75.04,87.44,1.25,0.54,1.4447,1.4416,1.5789,1.4718,,,,,
1999,3,20,LAHO,59.77,40.35,48.33,95.4,54.03,77.32,3.08,0,1.4505,1.4531,1.5887,1.4866,,,,,
1999,3,21,LAHO,62.37,37.66,49.79,94.5,45.36,71.13,4.14,0,1.4518,1.4505,1.5903,1.4891,,,,,
1999,3,22,LAHO,74.16,42.56,56.54,90.7,48.67,68.28,5.9,0,1.4447,1.4458,1.5854,1.4851,,,,,
1999,3,23,LAHO,46.56,36.4,41.1,90.6,68.58,78.05,1.96,0,1.4523,1.4448,1.5842,1.491,,,,,
1999,3,24,LAHO,51.3,32.15,43.11,96.8,65.44,84.12,1.78,0,1.4559,1.445,1.5812,1.4917,,,,,
1999,3,25,LAHO,55.11,34.03,44.27,91.8,40.49,67.97,3.7,0,1.4651,1.4509,1.5866,1.5014,,,,,
1999,3,26,LAHO,57.58,29.64,43.66,81.6,33.07,57.92,4.74,0,1.4959,1.4551,1.5905,1.5118,,,,,
1999,3,27,LAHO,53.98,44.92,49.33,93.8,56.26,75.03,3.02,0,1.5936,1.4346,1.5686,1.4976,,,,,
1999,3,28,LAHO,63.59,42.94,51.85,97.1,60.29,84.2,2.54,0,1.6726,1.4507,1.5838,1.5215,,,,,
1999,3,29,LAHO,63.63,42.83,51.56,97.4,61.2,86.43,2.21,0,1.7185,1.4501,1.583,1.5272,,,,,
1999,3,30,LAHO,67.33,38.94,54.03,98.4,57.21,83.28,3.15,0.01,1.7638,1.4564,1.5877,1.5433,,,,,
1999,3,31,LAHO,67.78,53.76,58.9,94,66.14,82.47,3.29,0,1.8053,1.4537,1.586,1.5475,,,,,
1999,4,1,LAHO,77.27,53.85,64.49,96.9,53.23,81.67,4.7,0,1.8456,1.4488,1.5814,1.5494,,,,,
1999,4,2,LAHO,75.43,48.7,62.25,96.3,63.18,81.86,3.71,0.01,1.9007,1.4612,1.5899,1.5729,,,,,
1999,4,3,LAHO,62.26,43.91,51.31,97.5,50.31,85.25,2.12,0.87,1.5264,1.448,1.5673,1.5063,,,,,
1999,4,4,LAHO,67.57,38.75,54.37,97.3,43.38,74.06,4.9,0.08,1.4911,1.4462,1.5657,1.4976,,,,,
1999,4,5,LAHO,66.2,44.43,58.83,96.5,40.03,69.53,5.37,0.09,1.4874,1.4539,1.5746,1.508,,,,,
1999,4,6,LAHO,70.61,35.52,55.45,96.1,45.78,70.79,5.59,0,1.474,1.4484,1.5649,1.5048,,,,,
1999,4,7,LAHO,74.62,49.08,63.55,89.3,55.75,74.66,5.29,0,1.47,1.445,1.5622,1.5033,,,,,
1999,4,8,LAHO,73.92,52.65,67.05,96.8,22.7,60.82,8.96,0.03,1.4874,1.4488,1.5671,1.512,,,,,
1999,4,9,LAHO,68.97,45.33,56.9,89.7,51.08,71.19,5.11,0,1.6126,1.446,1.5612,1.5126,,,,,
1999,4,10,LAHO,72.23,44.22,59.14,87,16.97,41.69,10.98,0,1.7583,1.4385,1.5529,1.5107,,,,,
1999,4,11,LAHO,65.01,39.29,52.2,90.3,42.31,63.31,5.49,0,1.8953,1.4387,1.5496,1.5196,,,,,
1999,4,12,LAHO,72.88,41.55,56.84,93.6,36.64,69.28,6.16,0,1.9754,1.4402,1.5487,1.5256,,,,,
1999,4,13,LAHO,65.8,53.22,58.41,96.7,72.57,85.8,2.38,1.23,1.9273,1.4474,1.5557,1.5331,,,,,
1999,4,14,LAHO,60.76,40.87,52.86,97.4,80.1,91.09,1.19,0.39,1.4938,1.4476,1.5456,1.4929,,,,,
1999,4,15,LAHO,54.75,37.31,45.49,80.8,32.68,59.07,4.67,0,1.477,1.4399,1.5438,1.4946,,,,,
1999,4,16,LAHO,52.99,34.35,42.94,78.13,28.08,57.89,4.46,0,1.4756,1.4448,1.5486,1.495,,,,,
1999,4,17,LAHO,57.2,31.3,44.22,84.2,29.38,56.43,5.14,0,1.4791,1.4466,1.5436,1.4942,,,,,
1999,4,18,LAHO,75.99,31.85,54.17,88.2,31.4,61.86,7.68,0,1.4878,1.4448,1.5433,1.498,,,,,
1999,4,19,LAHO,78.4,46.45,63.4,87.6,28.64,56.88,10.38,0,1.6066,1.4442,1.5415,1.4993,,,,,
1999,4,20,LAHO,85.01,49.08,68.16,92.1,37.63,65.67,10.21,0,1.7804,1.4466,1.5442,1.5048,,,,,
1999,4,21,LAHO,81.48,57.51,68.98,97.1,55.84,74.37,6.91,1.4,1.8169,1.4446,1.5431,1.5069,,,,,
1999,4,22,LAHO,74.8,55.17,65.25,94.2,64.44,83.28,3.93,0.01,1.4828,1.4383,1.534,1.4855,,,,,
1999,4,23,LAHO,55.11,45.01,48.5,96.1,84.5,91.23,1.06,0.01,1.4822,1.4379,1.5352,1.4874,,,,,
1999,4,24,LAHO,54.82,44.91,48.58,98,93,95.55,0.51,1.93,1.4773,1.4389,1.5289,1.4847,,,,,
1999,4,25,LAHO,68.56,53.46,58.65,98.3,74.31,93.28,1.34,0.61,1.4546,1.4295,1.5171,1.472,,,,,
1999,4,26,LAHO,68.56,52.29,59.04,98.1,62.67,87.7,2.36,0.07,1.4539,1.4312,1.5212,1.4724,,,,,
1999,4,27,LAHO,74.91,48.76,60.15,97.1,48.93,81.34,4.2,0,1.45,1.4283,1.5194,1.4692,,,,,
1999,4,28,LAHO,58.87,49.26,54.92,96.7,80.9,89.08,1.67,0,1.452,1.424,1.514,1.4667,,,,,
1999,4,29,LAHO,63.05,51.01,56.39,96.7,70.5,84.02,2.65,0,1.4515,1.4289,1.5141,1.4703,,,,,
1999,4,30,LAHO,70.52,49.17,60.11,97.8,50.09,74.99,5.21,0,1.462,1.4273,1.5129,1.4677,,,,,
1999,5,1,LAHO,69.51,48.16,59.44,94.4,46,73.49,5.35,0.03,1.5649,1.4306,1.5123,1.4718,,,,,
1999,5,2,LAHO,73.2,56.26,63.04,90.8,56.31,78.56,4.66,0.02,1.6062,1.4299,1.5135,1.4728,,,,,
1999,5,3,LAHO,81.21,61.68,69.99,96.2,53.32,79.26,5.93,0.98,1.613,1.4291,1.5139,1.4739,,,,,
1999,5,4,LAHO,76.89,53.4,66.35,97.2,33.07,69.79,7.6,0,1.4878,1.4241,1.5094,1.4648,,,,,
1999,5,5,LAHO,68.92,46.31,57,91.7,37.98,66.32,6.06,0,1.4793,1.4265,1.5066,1.462,,,,,
1999,5,6,LAHO,68.59,41.96,55.19,91.3,29.99,57.39,7.45,0,1.4861,1.4279,1.5088,1.4639,,,,,
1999,5,7,LAHO,76.42,43.32,59.68,86.5,25.47,52.62,10.29,0,1.6004,1.4271,1.5074,1.4637,,,,,
1999,5,8,LAHO,86.49,45.57,66.91,91.5,38.15,68.58,9.67,0,1.7787,1.4273,1.5031,1.4665,,,,,
1999,5,9,LAHO,82.53,58.44,69.16,96.1,50.14,76.41,6.91,1.05,1.8006,1.4259,1.4972,1.4597,,,,,
1999,5,10,LAHO,78.28,59.18,67.69,94.8,62.62,82.21,4.74,0,1.4869,1.4234,1.4988,1.457,,,,,
1999,5,11,LAHO,64.56,53.19,59.53,96.7,66.09,81.83,3.16,0.02,1.4753,1.4168,1.491,1.453,,,,,
1999,5,12,LAHO,71.47,47.34,60.39,94.8,34.33,64.92,7.54,0,1.4694,1.4194,1.4944,1.4555,,,,,
1999,5,13,LAHO,76.23,46.65,63.38,93,36.94,62.86,9.1,0,1.5726,1.419,1.4899,1.4538,,,,,
1999,5,14,LAHO,81.43,58.62,70.46,90.6,63.79,72.95,6.98,0,1.7911,1.421,1.4942,1.4551,,,,,
1999,5,15,LAHO,89.4,70.16,78.46,95.1,53.51,78.99,8.13,0,1.8753,1.4206,1.4905,1.454,,,,,
1999,5,16,LAHO,87.51,63.09,77.1,93.7,56.79,79.65,7.34,0.49,1.9572,1.4218,1.4893,1.4521,,,,,
1999,5,17,LAHO,69.69,53.08,62.69,96.9,51.26,81.83,3.86,0.62,1.4762,1.4204,1.4826,1.4455,,,,,
1999,5,18,LAHO,75.25,50.67,62.95,94.7,33.82,66.72,8.17,0,1.4537,1.4153,1.481,1.4466,,,,,
1999,5,19,LAHO,79.81,52.27,66.42,94.2,44.45,72.13,7.73,0,1.503,1.418,1.4797,1.4436,,,,,
1999,5,20,LAHO,80.24,60.21,69.42,92.7,58.87,78.99,5.86,0.76,1.6706,1.4194,1.4814,1.4485,,,,,
1999,5,21,LAHO,78.12,60.12,68.35,97,57.54,81.09,5.22,0,1.4832,1.4135,1.4708,1.436,,,,,
1999,5,22,LAHO,88.66,60.94,73.04,97.4,48.71,81.58,6.61,0,1.476,1.4086,1.4661,1.4354,,,,,
1999,5,23,LAHO,78.57,56.19,68.85,96.1,39.9,71.77,7.97,0.03,1.5414,1.4163,1.4734,1.4405,,,,,
1999,5,24,LAHO,81.72,53.89,68.78,93.7,42.1,70.05,8.87,0,1.7851,1.4129,1.4688,1.4398,,,,,
1999,5,25,LAHO,67.55,56.91,63.79,97.2,80.2,92.29,1.61,0.13,1.8392,1.4169,1.4661,1.4366,,,,,
1999,5,26,LAHO,75.13,55.22,64.69,97.3,35.66,69.58,7.72,0,1.7063,1.4157,1.4665,1.4381,,,,,
1999,5,27,LAHO,75.38,51.53,64.46,94.1,42.34,68.25,7.78,0,1.8825,1.4576,1.472,1.4489,,,,,
1999,5,28,LAHO,78.42,56.25,67.8,94.5,39.3,67.47,8.96,0,2.0063,1.5437,1.4747,1.4496,,,,,
1999,5,29,LAHO,82.31,58.57,69.98,95.9,50.53,78.9,6.32,0,2.095,1.5903,1.4675,1.4457,,,,,
1999,5,30,LAHO,88.93,64.42,75.63,98.3,44.53,75.38,9.44,0,2.1718,1.6632,1.469,1.4476,,,,,
1999,5,31,LAHO,87.37,64.09,75.19,96.1,49.43,75.7,8.42,0.65,2.2846,1.7543,1.471,1.4517,,,,,
1999,6,1,LAHO,85.48,63.46,73.88,93.8,30.55,67.85,10.83,0,1.6083,1.8153,1.4694,1.4515,,,,,
1999,6,2,LAHO,89.02,58.93,75.71,94.7,35.53,68.07,11.94,0.04,1.7057,1.876,1.4753,1.4629,,,,,
1999,6,3,LAHO,88.77,65.93,77.69,97.6,55.2,77.47,8.58,0.79,1.4975,1.7521,1.4612,1.4373,,,,,
1999,6,4,LAHO,90.59,69.66,80.29,94.1,47.25,69.56,12.12,0,1.5002,1.5454,1.4604,1.443,,,,,
1999,6,5,LAHO,86.23,73.27,79.53,86,56.69,70.1,10.7,0,1.7032,1.5598,1.4592,1.443,,,,,
1999,6,6,LAHO,84.78,66.7,77.24,93.9,41.35,68.95,10.62,0,1.8724,1.6098,1.459,1.447,,,,,
1999,6,7,LAHO,91.27,64.67,77.33,97.4,36.07,69.15,12.33,0,1.996,1.6828,1.4594,1.4515,,,,,
1999,6,8,LAHO,92.59,68.14,80.27,95.6,38.19,66.61,14.12,0,2.1225,1.7742,1.4576,1.4521,,,,,
1999,6,9,LAHO,91.06,64.6,73.27,96.9,44.78,81.61,6.61,2.57,2.0141,1.8491,1.4589,1.4557,,,,,
1999,6,10,LAHO,84.65,63.16,71.1,96.4,44.04,77.96,6.95,0.49,1.4735,1.4968,1.4509,1.439,,,,,
1999,6,11,LAHO,80.62,63.95,71.52,97.7,52.83,83.29,5.15,0,1.4597,1.4377,1.4438,1.4256,,,,,
1999,6,12,LAHO,77.92,65.21,71.05,96.9,68.65,87.2,3.58,0.24,1.456,1.4369,1.4431,1.4269,,,,,
1999,6,13,LAHO,81.36,62.42,71.53,92.1,48.58,71.53,8.47,0,1.4494,1.4381,1.446,1.4356,,,,,
1999,6,14,LAHO,81.07,59.22,69.86,94,31.48,60.93,11.52,0,1.5012,1.4395,1.4436,1.4358,,,,,
1999,6,15,LAHO,82.44,56.17,70.77,89,35.12,61.96,11.39,0,1.7469,1.4448,1.4458,1.4347,,,,,
1999,6,16,LAHO,72.91,56.77,64.5,96.6,69.13,83.6,3.42,0,1.8945,1.4464,1.4452,1.4413,,,,,
1999,6,17,LAHO,75.06,52.18,64.01,97.1,39.64,68.61,7.71,0,1.9642,1.5084,1.446,1.4421,,,,,
1999,6,18,LAHO,74.98,61.66,68.56,83,64.4,72.74,6.58,0.01,2.0401,1.5734,1.4419,1.4419,,,,,
1999,6,19,LAHO,83.61,64,70.85,93,58.92,80.84,5.55,0.01,2.0795,1.6248,1.4478,1.4462,,,,,
1999,6,20,LAHO,85.05,65.95,71.27,96.1,58.43,86.23,4.23,0.07,2.1284,1.686,1.4476,1.4512,,,,,
1999,6,21,LAHO,79.27,66.74,71.32,97.9,75.48,91.11,2.5,0.82,1.6504,1.6895,1.4499,1.4551,,,,,
1999,6,22,LAHO,76.15,69.35,72,97,84.9,92.82,1.95,0.1,1.4643,1.5438,1.4448,1.4508,,,,,
1999,6,23,LAHO,88.39,64.02,76.3,97.3,64.96,85.1,5.44,1.02,1.4515,1.4407,1.4433,1.4443,,,,,
1999,6,24,LAHO,82.58,67.71,73.68,97.4,57.22,83.26,5.11,0.46,1.4463,1.4273,1.4334,1.425,,,,,
1999,6,25,LAHO,85.93,66.65,75.27,97,52.82,78.27,7.76,0,1.4405,1.4299,1.431,1.4193,,,,,
1999,6,26,LAHO,92.64,70.66,81.12,97.7,48.91,74.58,11.25,0,1.4707,1.4243,1.4299,1.4136,,,,,
1999,6,27,LAHO,96.17,74.79,84.99,96.1,49.97,73.16,12.72,0,1.6821,1.4318,1.4342,1.4261,,,,,
1999,6,28,LAHO,91.18,69.08,81.58,86.3,38.62,63.14,14.64,0,1.872,1.4454,1.4316,1.4229,,,,,
1999,6,29,LAHO,85.28,61.68,73.48,91.9,55.08,73.43,8.28,0,2.0164,1.5354,1.4324,1.429,,,,,
1999,6,30,LAHO,86,67.73,76.05,96.8,63.03,85.14,5.22,0.25,1.9518,1.6029,1.4413,1.4385,,,,,
1999,7,1,LAHO,86.32,68.63,77.16,97,65.35,83.97,5.77,0.01,1.8532,1.6572,1.4334,1.4309,,,,,
1999,7,2,LAHO,92.66,72.9,82.87,96.7,50.17,72.6,12.02,0,1.9347,1.7366,1.4389,1.44,,,,,
1999,7,3,LAHO,92.82,75.34,83.36,85.8,46.11,66.56,14.16,0,2.0678,1.821,1.4354,1.4434,,,,,
1999,7,4,LAHO,93.06,73.74,83.18,86.8,41.71,64.45,15.26,0,2.2211,1.9081,1.4373,1.4498,,,,,
1999,7,5,LAHO,94.84,72.43,83.17,92.5,42.61,66.2,15.06,0,2.3791,1.991,1.4427,1.4616,,,,,
1999,7,6,LAHO,96.12,69.85,83.03,94.5,37.9,65.32,15.85,0,2.5428,2.0599,1.4482,1.4747,,,,,
1999,7,7,LAHO,95.18,71.96,83.93,95.8,40.98,67.61,15.15,0,2.6969,2.1201,1.459,1.4874,,,,,
1999,7,8,LAHO,96.44,69.57,83.79,95.3,37.82,63,17.35,0,2.8486,2.192,1.5698,1.5126,,,,,
1999,7,9,LAHO,98.69,68.61,83.13,98.4,37.24,67.23,16.01,1.76,2.7897,2.2782,1.711,1.5365,,,,,
1999,7,10,LAHO,80.38,63.05,71.29,97.8,46.46,74.48,7.66,0.56,1.4673,1.9419,1.6592,1.4904,,,,,
1999,7,11,LAHO,81.88,64.24,71.36,90.2,42.41,70.82,8.68,0,1.4731,1.7122,1.5429,1.4961,,,,,
1999,7,12,LAHO,81.32,62.01,70.73,95.8,46.58,73.99,7.83,0,1.5876,1.7478,1.5484,1.5132,,,,,
1999,7,13,LAHO,87.8,59.97,74.89,95.3,49.25,70.95,10.49,0,1.7585,1.8138,1.5793,1.5259,,,,,
1999,7,14,LAHO,94.51,66.06,81.69,95.9,43.11,68.06,14.48,0,1.8846,1.8884,1.6088,1.5355,,,,,
1999,7,15,LAHO,93.31,73.29,83.54,80.6,40.96,57.94,17.76,0,2.0094,1.9754,1.6472,1.5477,,,,,
1999,7,16,LAHO,91.65,75.43,82.76,75.37,36.09,55.58,17.78,0,2.1416,2.0557,1.6879,1.5598,,,,,
1999,7,17,LAHO,93.31,71.06,82.48,87.1,37.58,63.38,15.73,0,2.2733,2.1323,1.7358,1.5816,,,,,
1999,7,18,LAHO,94.68,71.64,83.05,89.8,38.91,64.21,15.97,0,2.4479,2.1973,1.7738,1.5939,,,,,
1999,7,19,LAHO,96.03,70.07,83.48,89,37.06,61.73,17.56,0,2.6635,2.2855,1.8238,1.6193,,,,,
1999,7,20,LAHO,95.13,71.35,83.68,88.9,38.51,61.72,17.41,0,2.8857,2.4081,1.8653,1.6415,,,,,
1999,7,21,LAHO,94.05,70.54,83.07,86.8,38.27,62.87,16.43,0,3.0745,2.5784,1.9108,1.6785,,,,,
1999,7,22,LAHO,97.12,71.22,84.42,91.2,36.23,62.23,17.86,0,3.1964,2.7609,1.9549,1.7058,,,,,
1999,7,23,LAHO,100,72.45,86.45,79.23,30.96,53.04,23.23,0,3.2773,2.9312,2,1.7359,,,,,
1999,7,24,LAHO,101.12,71.17,87.26,83.7,29.33,51.88,24.88,0,3.3304,3.1116,2.0533,1.7722,,,,,
1999,7,25,LAHO,100.83,72.19,87.51,76.76,26.79,49.33,26.15,0,3.3729,3.2882,2.1072,1.8116,,,,,
1999,7,26,LAHO,100.02,71.69,86.59,79.43,28.74,53.4,23.26,0,3.3984,3.4085,2.1588,1.8482,,,,,
1999,7,27,LAHO,100.18,73.29,87.24,79.38,31.89,52.05,24,0,3.4195,3.4734,2.209,1.8846,,,,,
1999,7,28,LAHO,103.05,70.66,87.9,82.8,24.41,49.91,26.9,0,3.4407,3.5169,2.2706,1.9278,,,,,
1999,7,29,LAHO,104.5,74.23,89.5,71.88,24.15,44.77,29.89,0,3.4579,3.5449,2.3429,1.9665,,,,,
1999,7,30,LAHO,106,76.66,91.66,60.88,25.01,41.39,32.51,0,3.4721,3.5697,2.4549,2.0289,,,,,
1999,7,31,LAHO,102.58,76.6,90.22,63.65,27.21,44.48,28.93,0,3.4863,3.5878,2.5882,2.0954,,,,,
1999,8,1,LAHO,99.36,75.15,87.68,66.67,32.95,49.81,23.96,0,3.4905,3.5896,2.7041,2.1464,,,,,
1999,8,2,LAHO,94.53,71.67,80.35,94.7,43.99,73.38,10.93,1.04,3.0735,3.6024,2.8264,2.194,,,,,
1999,8,3,LAHO,85.48,68.97,75.68,97.9,65.37,87.87,4.21,1.76,1.4884,2.015,2.8307,2.1578,,,,,
1999,8,4,LAHO,85.44,71.15,76.75,97.9,60.3,86.16,4.89,1.44,1.4595,1.4334,2.3128,1.8973,,,,,
1999,8,5,LAHO,84.92,70.79,75.95,97.6,65.08,87.92,4.22,0.05,1.456,1.4297,1.9844,1.8025,,,,,
1999,8,6,LAHO,91.33,69.22,80.05,98.4,59,81.08,7.98,0.01,1.4642,1.4362,1.9175,1.8351,,,,,
1999,8,7,LAHO,97,73.67,84.81,87.6,41.2,64.32,16.47,0.01,1.594,1.5157,1.922,1.8611,,,,,
1999,8,8,LAHO,88.07,72.93,79.73,95.3,58.59,79.76,7.71,0.09,1.6964,1.6494,1.9488,1.8795,,,,,
1999,8,9,LAHO,92.64,68.94,80.14,97.6,50.81,77.77,9.36,0,1.776,1.7606,1.973,1.8914,,,,,
1999,8,10,LAHO,97.72,74.14,84.47,90.2,40.49,69.06,14.65,0.05,1.8482,1.8399,1.9897,1.8977,,,,,
1999,8,11,LAHO,102.52,74.53,88.41,85.9,28.55,55.34,23.89,0,1.9281,1.9203,2.0108,1.9066,,,,,
1999,8,12,LAHO,97.83,73.47,86.67,64.55,32.82,48.38,23.65,0,2.0558,2.0175,2.0474,1.9254,,,,,
1999,8,13,LAHO,88.2,66.09,76.72,80.7,33.85,53.72,15.88,0,2.1914,2.0945,2.0718,1.9337,,,,,
1999,8,14,LAHO,89.78,61.74,76.11,90.8,34.29,59.94,14.73,0,2.3038,2.1665,2.1058,1.9518,,,,,
1999,8,15,LAHO,99.93,65.64,84.12,77.7,25.7,51.12,22.95,0,2.4336,2.2339,2.1309,1.9646,,,,,
1999,8,16,LAHO,100.94,70.7,86.26,75.79,32.12,50.92,23.76,0,2.6428,2.3355,2.1736,1.994,,,,,
1999,8,17,LAHO,100.54,69.06,84.59,65.75,21.08,41.65,26.83,0,2.8644,2.4767,2.2027,2.0127,,,,,
1999,8,18,LAHO,102.51,62.91,83.38,77.31,19.86,46.34,24.9,0,3.0689,2.6741,2.2405,2.037,,,,,
1999,8,19,LAHO,92.86,65.07,79.3,78.42,26.45,47.09,20.07,0,3.2177,2.8643,2.2799,2.0634,,,,,
1999,8,20,LAHO,92.03,58.93,76.21,75.86,30.58,51.76,17.25,0,3.3089,3.0236,2.3208,2.0899,,,,,
1999,8,21,LAHO,94.12,67.06,80.04,86.1,29.08,53.43,18.4,0.12,3.3316,3.1439,2.3563,2.1062,,,,,
1999,8,22,LAHO,100.4,70.3,84.75,81.8,26.1,51.86,23.06,0.04,3.34,3.2301,2.4027,2.1301,,,,,
1999,8,23,LAHO,96.48,71.82,83.09,80.2,33.91,56.06,18.92,0,3.3628,3.3132,2.4592,2.1591,,,,,
1999,8,24,LAHO,93.45,63.82,79.75,75.98,27.44,45.51,21.11,0,-996,-996,-996,-996,,,,,
1999,8,25,LAHO,99.03,63.52,82.1,71.52,30.02,46.5,22.98,0,3.4205,3.4574,2.6099,2.2311,,,,,
1999,8,26,LAHO,104.45,74.19,88.98,74.41,22.66,43.23,30.16,0.02,3.4279,3.4951,2.6978,2.2763,,,,,
1999,8,27,LAHO,97.88,71.82,84.83,85.5,39.79,59.7,18.91,0,3.4461,3.528,2.801,2.3381,,,,,
1999,8,28,LAHO,-996,-996,-996,-996,-996,-996,-996,0,-996,-996,-996,-996,,,,,
1999,8,29,LAHO,-996,-996,-996,-996,-996,-996,-996,0,-996,-996,-996,-996,,,,,
1999,8,30,LAHO,97.14,70.84,83.59,75.31,28.46,49.32,22.02,0,3.4789,3.5778,3.0724,2.5069,,,,,
1999,8,31,LAHO,97.27,68.88,82.87,77.55,27.53,48.5,22.22,0,3.4855,3.5825,3.1279,2.5495,,,,,
1999,9,1,LAHO,96.55,66.56,82.09,72.29,23.34,44.99,23.62,0,3.4958,3.5965,3.184,2.6142,,,,,
1999,9,2,LAHO,92.59,67.17,80.07,80.4,34.66,58.11,16.5,0,3.5026,3.6049,3.2403,2.6845,,,,,
1999,9,3,LAHO,94.77,66.02,80.43,88.9,35.48,61.75,16.01,0.01,3.5094,3.6126,3.2856,2.7471,,,,,
1999,9,4,LAHO,94.69,72.81,81.22,89.3,33.04,64.19,14.71,0.01,3.5113,3.6134,3.3067,2.7683,,,,,
1999,9,5,LAHO,85.69,67.78,75.86,90.6,57.39,74.04,8.57,0,3.5185,3.6183,3.3149,2.7805,,,,,
1999,9,6,LAHO,93.85,65.64,79.85,94.6,37.86,63.89,14.79,0,3.5206,3.6262,3.3317,2.8191,,,,,
1999,9,7,LAHO,99.18,67.23,81.85,87.7,30.31,60.12,18.66,0.01,3.526,3.6345,3.3647,2.8844,,,,,
1999,9,8,LAHO,84.58,65.01,74.03,91.8,20.09,53.23,14.96,0,3.5361,3.6345,3.3813,2.9348,,,,,
1999,9,9,LAHO,87.67,55.02,72.67,69.38,16.42,38.73,19.39,0,3.5557,3.6488,3.3996,2.9786,,,,,
1999,9,10,LAHO,97.79,64.71,74.96,97.7,28.02,60.32,14.47,1.49,3.1764,3.611,3.4214,3.0334,,,,,
1999,9,11,LAHO,79.18,65.64,71.37,97.1,72.18,88.2,3.48,0.01,1.4737,2.868,3.4077,3.0484,,,,,
